Save Bit,FC State,Time,Pre-converted Accel X,Pre-converted Accel Y,Pre-converted Accel Z,Pre-converted Gyro X,Pre-converted Gyro Y,Pre-converted Gyro Z,Pre-converted Magnetometer X,Pre-converted Magnetometer Y,Pre-converted Magnetometer Z,Barometric Pressure,Barometric Temperature,Unit Quaternion W,Unit Quaternion X,Unit Quaternion Y,Unit Quaternion Z,Roll Body Rate,Velocity,Velo X,Velo Y,Velo Z,Barometric Altitude,GPS Altitude (ft),GPS Speed (KmH),GPS UTC Time,GPS Longitude (deg),GPS Latitude (deg),GPS North/South,GPS East/West,GPS GLL Status,GPS RMC Status,Canard Feedback
1.0,4.0,15.1,0.1037,0.0396,9.8383,0.0489,0.0178,-0.0069,-0.015,-0.0107,-0.0077,100279.3348,29.4318,0.3827,0.0,0.0,0.9239,-0.0003,28.0554,18.9663,-18.9663,8.2259,286.7761,286.7761,100.9996,120015.100,-113.1358,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.15,-0.0394,-0.0254,9.7802,-0.0319,-0.0076,0.0253,-0.0155,-0.0269,-0.014,100274.4328,29.4292,0.3827,0.0,0.0,0.9239,-0.0083,28.0579,18.9663,-18.9663,8.2343,288.1262,288.1262,101.0084,120015.150,-113.1358,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.2,-0.0074,0.0598,9.8667,-0.021,-0.0052,-0.0289,0.0194,-0.0114,0.005,100269.526,29.4265,0.3827,0.0,0.0,0.9239,-0.0086,28.0603,18.9663,-18.9663,8.2426,289.4776,289.4776,101.0172,120015.200,-113.1358,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.25,-0.1263,-0.2529,9.3774,-0.0208,0.0122,0.0113,-0.0243,0.0235,0.0089,100264.6144,29.4238,0.3827,0.0,0.0,0.9239,-0.0068,28.0628,18.9663,-18.9663,8.2509,290.8305,290.8305,101.026,120015.250,-113.1358,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.3,-0.0401,-0.0052,9.852,-0.0299,-0.0038,0.0244,0.006,0.0018,0.0087,100259.6981,29.4211,0.3827,0.0,0.0,0.9239,0.0026,28.0652,18.9663,-18.9663,8.2591,292.1846,292.1846,101.0347,120015.300,-113.1358,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.35,0.156,0.2397,9.7896,0.0271,-0.0047,0.0016,0.0032,-0.0148,-0.0195,100254.7771,29.4184,0.3827,0.0,0.0,0.9239,0.0052,28.0676,18.9663,-18.9663,8.2673,293.5401,293.5401,101.0433,120015.350,-113.1358,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.4,0.0699,0.0159,9.7991,0.0484,0.0002,0.011,0.0192,0.0247,-0.0329,100249.8515,29.4158,0.3827,0.0,0.0,0.9239,-0.0141,28.07,18.9663,-18.9663,8.2754,294.897,294.897,101.0519,120015.400,-113.1358,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.45,0.2079,0.0081,9.9126,-0.0095,0.0159,0.0352,-0.0027,-0.0117,0.0052,100244.9213,29.4131,0.3827,0.0,0.0,0.9239,-0.005,28.0723,18.9663,-18.9663,8.2834,296.2552,296.2552,101.0604,120015.450,-113.1357,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.5,0.1413,0.0658,9.7954,-0.0264,0.0329,0.039,0.0158,0.0284,-0.0101,100239.9865,29.4104,0.3827,0.0,0.0,0.9239,0.0024,28.0747,18.9663,-18.9663,8.2914,297.6147,297.6147,101.0689,120015.500,-113.1357,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.55,0.0527,0.1075,9.6356,-0.0447,0.0117,-0.0012,-0.0034,0.0281,0.0368,100235.0471,29.4077,0.3827,0.0,0.0,0.9239,-0.009,28.0771,18.9663,-18.9663,8.2994,298.9755,298.9755,101.0774,120015.550,-113.1357,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.6,0.2093,-0.2397,9.7854,-0.0049,0.0161,-0.0106,0.0087,0.0011,0.0377,100230.1032,29.405,0.3827,0.0,0.0,0.9239,0.0043,28.0794,18.9663,-18.9663,8.3073,300.3376,300.3376,101.0858,120015.600,-113.1357,33.8195,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.65,0.0527,-0.2019,9.8168,-0.0063,-0.004,-0.0184,-0.0301,-0.03,0.0398,100225.1549,29.4023,0.3827,0.0,0.0,0.9239,-0.0031,28.0817,18.9663,-18.9663,8.3151,301.7009,301.7009,101.0941,120015.650,-113.1357,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.7,0.0994,0.0252,9.8239,-0.013,-0.0142,0.0195,-0.0528,0.0458,-0.0188,100220.202,29.3996,0.3827,0.0,0.0,0.9239,-0.0072,28.084,18.9663,-18.9663,8.3229,303.0656,303.0656,101.1024,120015.700,-113.1357,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.75,-0.0356,-0.0858,9.8309,0.0044,0.0131,-0.0274,0.0076,0.0077,0.0114,100215.2448,29.3969,0.3827,0.0,0.0,0.9239,0.0005,28.0863,18.9663,-18.9663,8.3306,304.4315,304.4315,101.1107,120015.750,-113.1357,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.8,0.008,0.1574,9.9626,0.0079,0.0034,-0.0051,0.0086,-0.0065,0.0174,100210.2832,29.3942,0.3827,0.0,0.0,0.9239,0.0039,28.0886,18.9663,-18.9663,8.3383,305.7987,305.7987,101.1189,120015.800,-113.1357,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.85,-0.0837,-0.0378,9.6437,0.0065,-0.0285,0.0021,0.0095,0.0191,0.0152,100205.3173,29.3914,0.3827,0.0,0.0,0.9239,-0.0085,28.0908,18.9663,-18.9663,8.3459,307.1672,307.1672,101.127,120015.850,-113.1357,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.9,0.1188,-0.2321,9.833,-0.0063,-0.0066,-0.0101,-0.0105,0.014,-0.0071,100200.347,29.3887,0.3827,0.0,0.0,0.9239,-0.0024,28.0931,18.9663,-18.9663,8.3534,308.5369,308.5369,101.1351,120015.900,-113.1357,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,15.95,-0.1414,-0.1522,10.0001,-0.022,-0.0017,0.0056,0.0298,0.0262,0.0256,100195.3724,29.386,0.3827,0.0,0.0,0.9239,0.0047,28.0953,18.9663,-18.9663,8.3609,309.9078,309.9078,101.1431,120015.950,-113.1356,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.0,0.0939,-0.33,9.5465,0.0133,-0.0102,0.0513,-0.0092,-0.0132,0.0,100190.3936,29.3833,0.3827,0.0,0.0,0.9239,-0.0076,28.0975,18.9663,-18.9663,8.3684,311.28,311.28,101.1511,120016.000,-113.1356,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.05,-0.0229,-0.0281,9.8336,0.0003,0.0296,-0.0024,0.0084,0.0064,0.0026,100185.4106,29.3806,0.3827,0.0,0.0,0.9239,-0.0166,28.0997,18.9663,-18.9663,8.3758,312.6534,312.6534,101.159,120016.050,-113.1356,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.1,0.1405,-0.0226,9.7188,0.0178,0.0096,-0.0087,0.0119,-0.0237,-0.0308,100180.4234,29.3778,0.3827,0.0,0.0,0.9239,-0.0154,28.1019,18.9663,-18.9663,8.3831,314.0279,314.0279,101.1669,120016.100,-113.1356,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.15,0.0901,-0.0509,9.751,0.0158,0.0275,0.0203,0.0344,0.0133,0.0129,100175.432,29.3751,0.3827,0.0,0.0,0.9239,-0.0042,28.1041,18.9663,-18.9663,8.3904,315.4037,315.4037,101.1748,120016.150,-113.1356,33.8194,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.2,0.2185,0.1295,9.6709,-0.0284,0.0053,0.0048,-0.0063,-0.0005,-0.0052,100170.4365,29.3724,0.3827,0.0,0.0,0.9239,-0.0132,28.1063,18.9663,-18.9663,8.3977,316.7807,316.7807,101.1825,120016.200,-113.1356,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.25,0.0877,0.1438,9.7812,-0.0287,0.0016,0.0288,-0.0131,0.0056,0.0093,100165.437,29.3697,0.3827,0.0,0.0,0.9239,-0.0035,28.1084,18.9663,-18.9663,8.4049,318.1589,318.1589,101.1903,120016.250,-113.1356,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.3,-0.1886,-0.0204,10.0828,-0.0151,-0.0187,0.0033,-0.03,-0.0029,0.0047,100160.4333,29.3669,0.3827,0.0,0.0,0.9239,0.0166,28.1105,18.9663,-18.9663,8.412,319.5382,319.5382,101.198,120016.300,-113.1356,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.35,-0.008,-0.2562,9.617,-0.0211,0.0002,-0.005,0.031,-0.005,0.0036,100155.4257,29.3642,0.3827,0.0,0.0,0.9239,-0.0138,28.1127,18.9663,-18.9663,8.4191,320.9187,320.9187,101.2056,120016.350,-113.1356,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.4,-0.1406,0.0741,9.6312,0.0151,0.0003,-0.0357,0.0084,-0.0174,-0.0009,100150.414,29.3615,0.3827,0.0,0.0,0.9239,-0.0028,28.1148,18.9663,-18.9663,8.4261,322.3004,322.3004,101.2131,120016.400,-113.1355,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.45,-0.0622,0.0666,9.6114,0.007,-0.0273,-0.0324,0.0091,0.0158,0.0157,100145.3984,29.3587,0.3827,0.0,0.0,0.9239,0.0213,28.1169,18.9663,-18.9663,8.433,323.6832,323.6832,101.2207,120016.450,-113.1355,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.5,0.1813,0.0371,10.0658,0.022,-0.0108,-0.0367,0.0623,0.0298,-0.004,100140.3789,29.356,0.3827,0.0,0.0,0.9239,0.0041,28.1189,18.9663,-18.9663,8.44,325.0671,325.0671,101.2281,120016.500,-113.1355,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.55,0.0765,0.1178,9.7373,0.0079,-0.0065,0.0076,0.0065,-0.0111,-0.0291,100135.3555,29.3532,0.3827,0.0,0.0,0.9239,-0.0037,28.121,18.9663,-18.9663,8.4468,326.4522,326.4522,101.2356,120016.550,-113.1355,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.6,-0.0839,-0.1398,9.8028,0.0042,0.0083,-0.0272,-0.026,0.0111,0.0114,100130.3282,29.3505,0.3827,0.0,0.0,0.9239,-0.0016,28.123,18.9663,-18.9663,8.4536,327.8384,327.8384,101.2429,120016.600,-113.1355,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.65,-0.1216,0.2411,9.7462,0.024,0.0092,0.0251,-0.0039,0.0086,-0.0162,100125.297,29.3477,0.3827,0.0,0.0,0.9239,0.0043,28.1251,18.9663,-18.9663,8.4604,329.2257,329.2257,101.2502,120016.650,-113.1355,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.7,0.0039,-0.1151,9.665,0.0094,-0.0116,0.0006,-0.0195,0.0002,-0.0265,100120.2621,29.345,0.3827,0.0,0.0,0.9239,0.017,28.1271,18.9663,-18.9663,8.4671,330.6141,330.6141,101.2575,120016.700,-113.1355,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.75,-0.146,0.0899,9.7714,0.0014,0.0094,-0.0049,-0.0079,-0.0305,-0.0204,100115.2234,29.3422,0.3827,0.0,0.0,0.9239,-0.0053,28.1291,18.9663,-18.9663,8.4737,332.0036,332.0036,101.2647,120016.750,-113.1355,33.8193,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.8,-0.0805,-0.2025,10.1754,0.0296,-0.0036,-0.0169,-0.0081,-0.026,0.0057,100110.181,29.3395,0.3827,0.0,0.0,0.9239,-0.0076,28.1311,18.9663,-18.9663,8.4803,333.3942,333.3942,101.2719,120016.800,-113.1355,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.85,0.0374,-0.1116,10.0155,0.0023,-0.0574,0.0124,-0.0117,-0.0156,-0.0019,100105.1349,29.3367,0.3827,0.0,0.0,0.9239,-0.0138,28.133,18.9663,-18.9663,8.4869,334.7859,334.7859,101.279,120016.850,-113.1355,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.9,0.1386,0.182,9.6787,-0.0061,-0.0097,-0.0161,-0.0279,-0.0428,-0.0427,100100.0851,29.334,0.3827,0.0,0.0,0.9239,0.001,28.135,18.9663,-18.9663,8.4934,336.1786,336.1786,101.286,120016.900,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,16.95,0.0731,-0.0313,9.9038,-0.0168,0.0216,-0.0197,0.0319,0.0282,-0.0077,100095.0317,29.3312,0.3827,0.0,0.0,0.9239,-0.0141,28.137,18.9663,-18.9663,8.4998,337.5724,337.5724,101.293,120016.950,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.0,-0.275,0.1008,9.6819,0.0141,-0.0336,0.0238,0.006,0.0074,0.0234,100089.9746,29.3284,0.3827,0.0,0.0,0.9239,-0.0046,28.1389,18.9663,-18.9663,8.5062,338.9673,338.9673,101.3,120017.000,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.05,0.0365,0.0284,9.5402,0.0247,0.0023,0.0071,-0.0045,-0.0006,-0.009,100084.914,29.3257,0.3827,0.0,0.0,0.9239,-0.0091,28.1408,18.9663,-18.9663,8.5125,340.3632,340.3632,101.3069,120017.050,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.1,0.0086,-0.0126,9.9596,-0.001,0.0317,-0.0047,0.0152,-0.0438,-0.0033,100079.8498,29.3229,0.3827,0.0,0.0,0.9239,0.0107,28.1427,18.9663,-18.9663,8.5188,341.7601,341.7601,101.3137,120017.100,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.15,0.0497,0.1637,9.9807,0.0262,-0.0152,0.0128,0.0094,-0.0365,0.0209,100074.7822,29.3201,0.3827,0.0,0.0,0.9239,-0.0051,28.1446,18.9663,-18.9663,8.5251,343.1581,343.1581,101.3205,120017.150,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.2,0.1939,-0.0284,9.9636,-0.0394,0.0,0.0002,0.0055,-0.0,0.0159,100069.711,29.3174,0.3827,0.0,0.0,0.9239,0.004,28.1465,18.9663,-18.9663,8.5312,344.557,344.557,101.3272,120017.200,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.25,-0.2476,-0.2137,9.7362,-0.0011,-0.0261,0.0077,0.0137,0.0394,0.0204,100064.6364,29.3146,0.3827,0.0,0.0,0.9239,-0.016,28.1483,18.9663,-18.9663,8.5374,345.957,345.957,101.3339,120017.250,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.3,-0.0709,-0.0964,9.7816,-0.0008,0.0325,-0.0163,0.0027,-0.014,-0.0555,100059.5584,29.3118,0.3827,0.0,0.0,0.9239,0.0013,28.1502,18.9663,-18.9663,8.5434,347.358,347.358,101.3406,120017.300,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.35,0.0709,0.0661,9.9191,-0.0145,-0.0017,0.0414,0.0134,0.0173,0.0347,100054.4769,29.309,0.3827,0.0,0.0,0.9239,-0.012,28.152,18.9663,-18.9663,8.5495,348.76,348.76,101.3472,120017.350,-113.1354,33.8192,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.4,-0.1898,0.0475,9.8654,0.0477,0.0009,-0.0116,0.0151,-0.0096,0.0127,100049.3922,29.3063,0.3827,0.0,0.0,0.9239,-0.0043,28.1538,18.9663,-18.9663,8.5554,350.163,350.163,101.3537,120017.400,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.45,0.1771,-0.188,9.7476,-0.0013,0.0271,0.0311,0.0033,0.0011,0.0492,100044.3041,29.3035,0.3827,0.0,0.0,0.9239,0.0221,28.1556,18.9663,-18.9663,8.5613,351.5669,351.5669,101.3602,120017.450,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.5,0.0442,-0.0869,9.5638,-0.0082,0.0132,-0.0038,-0.0044,0.0243,-0.0156,100039.2127,29.3007,0.3827,0.0,0.0,0.9239,0.0093,28.1574,18.9663,-18.9663,8.5672,352.9718,352.9718,101.3666,120017.500,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.55,0.1016,-0.0698,9.8237,0.0005,-0.0175,0.0161,0.0306,-0.0069,-0.0353,100034.118,29.2979,0.3827,0.0,0.0,0.9239,-0.0013,28.1592,18.9663,-18.9663,8.573,354.3777,354.3777,101.3729,120017.550,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.6,-0.0685,-0.0439,9.9685,-0.0401,-0.0129,0.0147,-0.0096,-0.0138,0.0001,100029.0202,29.2951,0.3827,0.0,0.0,0.9239,0.032,28.1609,18.9663,-18.9663,8.5788,355.7845,355.7845,101.3793,120017.600,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.65,0.0977,-0.1651,9.627,-0.0152,0.0099,0.0229,0.0078,0.0284,-0.0055,100023.9191,29.2923,0.3827,0.0,0.0,0.9239,-0.0092,28.1626,18.9663,-18.9663,8.5845,357.1922,357.1922,101.3855,120017.650,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.7,0.1282,-0.0754,9.9025,0.0197,-0.0125,-0.0168,0.0083,0.0009,0.0131,100018.8148,29.2895,0.3827,0.0,0.0,0.9239,0.0117,28.1644,18.9663,-18.9663,8.5902,358.6009,358.6009,101.3917,120017.700,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.75,0.0279,-0.0874,9.8564,-0.0126,-0.0423,0.0215,-0.0122,0.0218,0.0215,100013.7075,29.2867,0.3827,0.0,0.0,0.9239,-0.0153,28.1661,18.9663,-18.9663,8.5958,360.0105,360.0105,101.3979,120017.750,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.8,0.0281,0.0926,9.9192,-0.0166,-0.0011,0.0369,-0.0162,-0.0137,-0.0017,100008.597,29.284,0.3827,0.0,0.0,0.9239,-0.0024,28.1678,18.9663,-18.9663,8.6013,361.421,361.421,101.404,120017.800,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.85,0.0324,0.0971,9.9374,0.0262,-0.0296,-0.0052,-0.0071,0.0281,-0.0048,100003.4834,29.2812,0.3827,0.0,0.0,0.9239,-0.0135,28.1695,18.9663,-18.9663,8.6068,362.8325,362.8325,101.4101,120017.850,-113.1353,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.9,-0.1036,-0.0175,9.7025,0.0268,0.0323,0.0007,-0.0098,0.0055,0.0105,99998.3668,29.2784,0.3827,0.0,0.0,0.9239,0.0026,28.1711,18.9663,-18.9663,8.6123,364.2448,364.2448,101.4161,120017.900,-113.1352,33.8191,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,17.95,-0.0177,-0.047,9.5641,0.0103,0.0035,-0.0105,-0.0292,0.0087,-0.0051,99993.2472,29.2756,0.3827,0.0,0.0,0.9239,0.0006,28.1728,18.9663,-18.9663,8.6177,365.658,365.658,101.422,120017.950,-113.1352,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.0,-0.0183,0.0168,9.7266,-0.0091,-0.0181,-0.0069,-0.013,0.0026,-0.0068,99988.1246,29.2728,0.3827,0.0,0.0,0.9239,-0.0031,28.1744,18.9663,-18.9663,8.623,367.0721,367.0721,101.4279,120018.000,-113.1352,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.05,0.046,-0.098,9.94,-0.0048,-0.014,0.0342,0.0053,-0.0101,0.0207,99982.999,29.27,0.3827,0.0,0.0,0.9239,0.0109,28.176,18.9663,-18.9663,8.6283,368.4871,368.4871,101.4337,120018.050,-113.1352,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.1,0.12,-0.1376,9.7253,-0.0161,-0.0378,-0.0201,0.0253,-0.0,0.0252,99977.8705,29.2671,0.3827,0.0,0.0,0.9239,-0.0057,28.1776,18.9663,-18.9663,8.6336,369.9029,369.9029,101.4395,120018.100,-113.1352,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.15,-0.127,-0.1128,9.7025,-0.0199,-0.022,-0.0188,0.0111,-0.0089,0.0217,99972.7392,29.2643,0.3827,0.0,0.0,0.9239,0.0033,28.1792,18.9663,-18.9663,8.6388,371.3196,371.3196,101.4453,120018.150,-113.1352,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.2,-0.015,-0.0762,9.5334,-0.0209,0.0203,0.0322,-0.052,0.0192,-0.0034,99967.6049,29.2615,0.3827,0.0,0.0,0.9239,0.0082,28.1808,18.9663,-18.9663,8.6439,372.7372,372.7372,101.4509,120018.200,-113.1352,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.25,0.1778,-0.1396,10.0695,-0.0124,0.0446,0.0125,0.0128,-0.0041,-0.0428,99962.4679,29.2587,0.3827,0.0,0.0,0.9239,-0.0148,28.1824,18.9663,-18.9663,8.649,374.1556,374.1556,101.4566,120018.250,-113.1352,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.3,-0.0892,0.0194,9.9305,-0.0207,0.0145,0.0424,-0.0112,-0.0299,-0.003,99957.328,29.2559,0.3827,0.0,0.0,0.9239,-0.0075,28.1839,18.9663,-18.9663,8.6541,375.5748,375.5748,101.4622,120018.300,-113.1352,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.35,-0.0987,0.0876,9.9221,-0.0313,-0.0018,-0.009,0.0091,-0.0336,-0.0152,99952.1854,29.2531,0.3827,0.0,0.0,0.9239,0.0005,28.1855,18.9663,-18.9663,8.6591,376.9948,376.9948,101.4677,120018.350,-113.1351,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.4,0.0243,-0.1905,9.9518,0.0044,-0.0086,0.0025,-0.0003,-0.0345,-0.0026,99947.04,29.2503,0.3827,0.0,0.0,0.9239,0.0063,28.187,18.9663,-18.9663,8.664,378.4157,378.4157,101.4731,120018.400,-113.1351,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.45,0.1013,0.003,9.8932,0.0047,-0.0191,-0.0132,-0.0039,0.0124,-0.0134,99941.892,29.2475,0.3827,0.0,0.0,0.9239,0.0142,28.1885,18.9663,-18.9663,8.6689,379.8373,379.8373,101.4786,120018.450,-113.1351,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.5,0.0014,-0.0264,9.77,0.034,0.0412,0.0029,-0.002,-0.023,-0.0004,99936.7412,29.2446,0.3827,0.0,0.0,0.9239,-0.0022,28.19,18.9663,-18.9663,8.6737,381.2598,381.2598,101.4839,120018.500,-113.1351,33.819,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.55,0.1595,0.041,9.7821,-0.0134,-0.0038,-0.0355,-0.0004,0.006,-0.0208,99931.5878,29.2418,0.3827,0.0,0.0,0.9239,-0.0032,28.1915,18.9663,-18.9663,8.6785,382.6831,382.6831,101.4892,120018.550,-113.1351,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.6,0.1028,-0.0016,9.7425,0.0059,0.0423,0.0137,0.0269,0.0027,-0.0256,99926.4318,29.239,0.3827,0.0,0.0,0.9239,-0.0087,28.1929,18.9663,-18.9663,8.6833,384.1071,384.1071,101.4945,120018.600,-113.1351,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.65,0.101,-0.1744,10.2019,0.0063,0.0279,0.0065,-0.0004,-0.0013,0.0245,99921.2732,29.2362,0.3827,0.0,0.0,0.9239,0.0033,28.1944,18.9663,-18.9663,8.688,385.5319,385.5319,101.4997,120018.650,-113.1351,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.7,0.0665,-0.1515,9.89,-0.0051,-0.0348,-0.0012,0.0217,0.0088,-0.0194,99916.1121,29.2334,0.3827,0.0,0.0,0.9239,-0.003,28.1958,18.9663,-18.9663,8.6926,386.9575,386.9575,101.5048,120018.700,-113.1351,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.75,0.2793,0.0035,9.7371,0.0149,-0.0133,-0.0078,0.0188,0.0032,0.0,99910.9484,29.2305,0.3827,0.0,0.0,0.9239,-0.0027,28.1972,18.9663,-18.9663,8.6972,388.3838,388.3838,101.5099,120018.750,-113.1351,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.8,-0.0246,0.1235,9.8765,0.0155,-0.0134,-0.0179,0.0133,-0.0542,0.0191,99905.7822,29.2277,0.3827,0.0,0.0,0.9239,-0.0009,28.1986,18.9663,-18.9663,8.7017,389.8109,389.8109,101.515,120018.800,-113.1351,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.85,-0.2404,-0.2657,9.655,0.0065,-0.0016,0.0146,-0.0357,-0.0065,0.0183,99900.6136,29.2249,0.3827,0.0,0.0,0.9239,0.0055,28.2,18.9663,-18.9663,8.7062,391.2387,391.2387,101.52,120018.850,-113.135,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.9,0.1925,0.0415,10.0323,-0.0051,-0.0012,-0.0234,0.0223,0.0085,0.0159,99895.4426,29.222,0.3827,0.0,0.0,0.9239,-0.0056,28.2014,18.9663,-18.9663,8.7107,392.6672,392.6672,101.5249,120018.900,-113.135,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,18.95,-0.0549,0.1428,9.7075,-0.0072,0.0599,0.0102,-0.0092,0.0328,0.0061,99890.2691,29.2192,0.3827,0.0,0.0,0.9239,-0.0077,28.2027,18.9663,-18.9663,8.715,394.0965,394.0965,101.5298,120018.950,-113.135,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,19.0,0.0129,-0.0184,9.8818,-0.0274,-0.0215,0.0415,0.0143,0.0337,0.0145,99885.0932,29.2164,0.3827,0.0,0.0,0.9239,0.0043,28.2041,18.9663,-18.9663,8.7194,395.5265,395.5265,101.5346,120019.000,-113.135,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,19.05,0.1571,0.066,9.9665,-0.0161,0.0046,0.0297,-0.0195,-0.0273,0.0275,99879.9151,29.2135,0.3827,0.0,0.0,0.9239,-0.0303,28.2054,18.9663,-18.9663,8.7237,396.9572,396.9572,101.5394,120019.050,-113.135,33.8189,b'N',b'W',b'\x00',b'A',0.0
1.0,4.0,19.1,-0.1923,-0.0844,9.8644,-0.0124,0.0123,-0.0301,-0.0237,-0.007,0.0085,99874.7346,29.2107,0.3827,0.0,0.0,0.9239,-0.006,28.2067,18.9663,-18.9663,8.7279,398.3886,398.3886,101.5441,120019.100,-113.135,33.8189,b'N',b'W',b'\x00',b'A',0.0
